'656018'|'БАРНАУЛ'|'УЛ.КРУПСКОЙ,91А'|'040173001'|'ГРКЦ ГУ БАНКА РОССИИ ПО АЛТАЙСКОМУ КР.'|'ГУ БАНКА РОССИИ ПО АЛТАЙСКОМУ'|'040173001'|'(3852)242888,243289'|'09101062'|24.12.2007||20.01.1994
'656038'|'БАРНАУЛ'|'ПР.КОМСОМОЛЬСКИЙ,106-А'|'040173001'|'АЛТАЙСКИЙ БАНК СБЕРБАНКА РФ'|'АЛТАЙСКИЙ БАНК СБЕРБАНКА РФ'|'040173604'|'(3852)399211,399466'|'09101903'|05.08.2010|'30101810200000000604'|15.11.1994
'656064'|'БАРНАУЛ'|'УЛ.АВТОТРАНСПОРТНАЯ,43А'|'040173001'|'БАРНАУЛЬСКИЙ Ф-Л БАНКА"ВОЗРОЖДЕНИЕ"(ОАО)'|'ВОЗРОЖДЕНИЕ'|'040173735'|'(3852)468620,461031'|'20987014'|27.08.2010|'30101810700000000735'|20.01.1994
'656056'|'БАРНАУЛ'|'УЛ.ГОГОЛЯ,36/УЛ.ГОРЬКОГО М.,29'|'040173001'|'ОАО КБ "ФОРБАНК"'|'ФОРБАНК'|'040173743'|'(3852)632474,631547'|'21417572'|05.08.2010|'30101810200000000743'|20.01.1994
'656038'|'БАРНАУЛ'|'УЛ.К.МАРКСА,1'|'040173001'|'"СИБСОЦБАНК" ООО'|'СИБСОЦБАНК'|'040173745'|'(3852)370201,370209'|'20986262'|27.08.2010|'30101810800000000745'|20.01.1994
'656056'|'БАРНАУЛ'|'УЛ.АНАТОЛИЯ,6'|'040173001'|'АКБ "ЗЕРНОБАНК" (ЗАО)'|'ЗЕРНОБАНК'|'040173754'|'(3852)249671'|'27089962'|05.08.2010|'30101810600000000754'|20.01.1994
'658100'|'АЛЕЙСК 4'||'040173001'|'ПУ БАНКА РОССИИ СТЕПНОЕ'|'БАНКА РОССИИ СТЕПНОЕ'|'040180002'|'(38553)20331,21403'||14.01.2005||20.01.1994
'658076'|'СИБИРСКИЙ'||'040173001'|'ПУ БАНКА РОССИИ ШОЛОХОВСКОЕ'|'БАНКА РОССИИ ШОЛОХОВСКОЕ'|'040181002'|'(38532)50476'||23.08.2010||20.01.1994
'353440'|'АНАПА'|'УЛ.ПУШКИНА,15'|'040349001'|'РКЦ АНАПА'|'АНАПА'|'040304000'|'(86133)45237,46915'|'26965137'|29.06.2009||20.01.1994
'352900'|'АРМАВИР'|'УЛ.ЛЕНИНА,74'|'040349001'|'РКЦ АРМАВИР'|'АРМАВИР'|'040306000'|'(86137)45929,45955'|'26965151'|30.07.2010||20.01.1994
'115093'|'МОСКВА'|'1-Й ЩИПКОВСКИЙ ПЕР.,1'|'044525000'|'КБ "ТРАСТ КАПИТАЛ БАНК" ЗАО'|'ТРАСТ КАПИТАЛ БАНК'|'044525557'|'(495)2360203,7879397'|'33730725'|27.08.2010|'30101810000000000557'|01.05.1994
'352630'|'БЕЛОРЕЧЕНСК'|'УЛ.КРАСНАЯ,46'|'040349001'|'РКЦ БЕЛОРЕЧЕНСК'|'БЕЛОРЕЧЕНСК'|'040309000'|'(86155)22074,25283'|'26965172'|15.11.2004||20.01.1994
'353460'|'ГЕЛЕНДЖИК'|'УЛ.КИРОВА,56'|'040349001'|'РКЦ ГЕЛЕНДЖИК'|'ГЕЛЕНДЖИК'|'040313000'|'(86141)22553,21160'|'26965203'|30.06.2010||20.01.1994
'353460'|'ГЕЛЕНДЖИК'|'УЛ.ОСТРОВСКОГО,31'|'040313000'|'ОАО "ГЕЛЕНДЖИК-БАНК"'|'ГЕЛЕНДЖИК-БАНК'|'040313716'|'(86141)40110,35120'|'09801931'|27.08.2010|'30101810000000000716'|20.01.1994
'353291'|'ГОРЯЧИЙ КЛЮЧ'|'УЛ.ПСЕКУПСКАЯ,128'|'040349001'|'РКЦ ГОРЯЧИЙ КЛЮЧ'|'ГОРЯЧИЙ КЛЮЧ'|'040314000'|'(86159)36391,34248'|'26965216'|15.02.2005||20.01.1994
'352190'|'ГУЛЬКЕВИЧИ'|'УЛ.СОВЕТСКАЯ,29"А"'|'040326000'|'ООО КБ "ИСТОК"'|'ИСТОК'|'040326819'|'(8260)33462,32463'|'09801919'|27.08.2010|'30101810800000000819'|20.01.1994
'344006'|'РОСТОВ-НА-ДОНУ'|'УЛ.СУВОРОВА,59'|'046027000'|'ООО КБ "РОСТФИНАНС"'|'РОСТФИНАНС'|'046027283'|'(863)2501263,2501267'|'09141200'|03.08.2010|'30101810200000000283'|20.01.1994
'353730'|'КАНЕВСКАЯ'|'УЛ.ГОРЬКОГО,61'|'040349001'|'РКЦ КАНЕВСКАЯ'|'КАНЕВСКАЯ'|'040323000'|'(86164)72105'|'26965261'|30.06.2010||20.01.1994
'352380'|'КРОПОТКИН'|'УЛ.КРАСНАЯ,51'|'040349001'|'РКЦ КРОПОТКИН'|'КРОПОТКИН'|'040326000'|'(86138)65968,66671'|'26965309'|30.06.2010||20.01.1994
'352430'|'КУРГАНИНСК'|'УЛ.ЛЕНИНА,37'|'040349001'|'РКЦ КУРГАНИНСК'|'КУРГАНИНСК'|'040329000'|'(86147)21296,23273'|'26965338'|15.11.2004||20.01.1994
'353860'|'ПРИМОРСКО-АХТАРСК'|'УЛ.ПЕРВОМАЙСКАЯ,29'|'040349001'|'РКЦ ПРИМОРСКО-АХТАРСК'|'ПРИМОРСКО-АХТАРСК'|'040337000'|'(86143)30726,30787'|'26965433'|06.06.2008||20.01.1994
'352030'|'КУЩЕВСКАЯ'|'УЛ.КРАСНАЯ,37'|'040349001'|'РКЦ КУЩЕВСКАЯ'|'КУЩЕВСКАЯ'|'040340000'|'(86168)54350,54597'|'26965344'|15.11.2004||20.01.1994
'350020'|'КРАСНОДАР'|'УЛ.ДЗЕРЖИНСКОГО,3/2'|'040349001'|'АКБ "КРЫЛОВСКИЙ" (ОАО)'|'КРЫЛОВСКИЙ'|'040349569'|'(861)2248013,2248253'|'09141191'|27.08.2010|'30101810900000000569'|20.01.1994
'350016'|'КРАСНОДАР'|'УЛ.ТИХОРЕЦКАЯ,81'|'040349001'|'ГРКЦ ГУ БАНКА РОССИИ ПО КРАСНОДАРСКОМУ КР.'|'ГУ БАНКА РОССИИ ПО КРАСНОДАРСК'|'040349001'|'(861)2779888,2779794'|'53418774'|11.12.2009||20.01.1994
'350000'|'КРАСНОДАР'|'УЛ.КРАСНОАРМЕЙСКАЯ,34'|'040349001'|'КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N 8619'|'КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N 8619'|'040349602'|'(861)2190100'|'09142003'|05.08.2010|'30101810100000000602'|20.01.1994
'350020'|'КРАСНОДАР'|'УЛ.КРАСНАЯ,139'|'040349001'|'БАНК "ПЕРВОМАЙСКИЙ" (ЗАО)'|'ПЕРВОМАЙСКИЙ'|'040349715'|'(861)2791410'|'09306717'|12.10.2009|'30101810000000000715'|20.01.1994
'350063'|'КРАСНОДАР'|'УЛ.МИРА,35'|'040349001'|'ЗАО "КУБАНЬТОРГБАНК"'|'КУБАНЬТОРГБАНК'|'040349718'|'(861)2683108,2109822'|'20702891'|27.08.2010|'30101810900000000718'|20.01.1994
'350000'|'КРАСНОДАР'|'УЛ.ОРДЖОНИКИДЗЕ,46'|'040349001'|'КБ "КУБАНЬ КРЕДИТ" ООО'|'КУБАНЬ КРЕДИТ'|'040349722'|'(861)2748874,2748880'|'32293624'|25.06.2009|'30101810200000000722'|20.01.1994
'350063'|'КРАСНОДАР'|'УЛ.ПУШКИНА,36'|'040349001'|'КБ "КУБАНСКИЙ УНИВЕРСАЛЬНЫЙ БАНК" (ООО)'|'КУБАНСКИЙ УНИВЕРСАЛЬНЫЙ БАНК'|'040349745'|'(861)2681839,2681939'|'34995856'|27.08.2010|'30101810300000000745'|28.02.1995
'350080'|'КРАСНОДАР'|'УЛ.УРАЛЬСКАЯ,97'|'040349001'|'ОАО АБ "КУБАНЬБАНК"'|'КУБАНЬБАНК'|'040349772'|'(861)2328531,2796760'|'09804964'|05.08.2010|'30101810700000000772'|20.01.1994
'350033'|'КРАСНОДАР'|'УЛ.ДМИТРИЕВСКАЯ ДАМБА,11'|'040349001'|'Ф-Л ГПБ (ОАО) В Г.КРАСНОДАРЕ'|'Ф-Л ГПБ (ОАО) В Г.КРАСНОДАРЕ'|'040349781'|'(861)2104800,2104809'|'31371888'|21.04.2010|'30101810500000000781'|20.01.1994
'353020'|'НОВОПОКРОВСКАЯ'|'УЛ.ЛЕНИНА,108'|'040373000'|'ООО КБ "НОВОПОКРОВСКИЙ"'|'НОВОПОКРОВСКИЙ'|'040373547'|'(86149)71481,71697'|'09801322'|27.08.2010|'30101810600000000547'|20.01.1994
'353560'|'СЛАВЯНСК-НА-КУБАНИ'|'УЛ.БАТАРЕЙНАЯ,258'|'040349001'|'РКЦ СЛАВЯНСК-НА-КУБАНИ'|'СЛАВЯНСК-НА-КУБАНИ'|'040353000'|'(86146)21958,23008'|'26965456'|15.11.2004||20.01.1994
'353500'|'ТЕМРЮК'|'УЛ.ТАМАНСКАЯ,7А'|'040349001'|'РКЦ ТЕМРЮК'|'ТЕМРЮК'|'040361000'|'(86148)52842,52916'|'26965491'|10.06.2005||20.01.1994
'353240'|'СЕВЕРСКАЯ'|'УЛ.НАРОДНАЯ,21'|'040349001'|'РКЦ СЕВЕРСКАЯ'|'СЕВЕРСКАЯ'|'040362000'|'(86166)21371,21373'|'26965445'|29.03.2010||20.01.1994
'352800'|'ТУАПСЕ'|'УЛ.К.МАРКСА,22'|'040349001'|'РКЦ ТУАПСЕ'|'ТУАПСЕ'|'040364000'|'(86167)30946,22728'|'26965522'|30.06.2010||20.01.1994
'125009'|'МОСКВА'|'ЛЕОНТЬЕВСКИЙ ПЕР.,25'|'044552000'|'ОАО АПБ "ЕКАТЕРИНИНСКИЙ"'|'ЕКАТЕРИНИНСКИЙ'|'044552534'|'(495)5103319,6298172'|'21783124'|27.08.2010|'30101810100000000534'|20.01.1994
'352120'|'ТИХОРЕЦК'|'УЛ.ПРОЛЕТАРСКАЯ,137'|'040349001'|'РКЦ ТИХОРЕЦК'|'ТИХОРЕЦК'|'040373000'|'(86196)71999,71996'|'26965516'|30.06.2010||20.01.1994
'353680'|'ЕЙСК'|'УЛ.СОВЕТОВ,97/УЛ.ЛЕНИНА,34'|'040349001'|'РКЦ ЕЙСК'|'ЕЙСК'|'040393000'|'(86132)20410,20272'|'26965249'|07.07.2010||20.01.1994
'353660'|'ЕЙСК'|'УЛ.ЛЕНИНА,71'|'040393000'|'ФИЛИАЛ ЗАО АКБ "ГАЗБАНК" В Г.ЕЙСКЕ'|'ГАЗБАНК'|'040393780'|'(86132)20382,23562'|'36600939'|27.08.2010|'30101810300000000780'|15.11.1994
'350005'|'КРАСНОДАР-5'|'УЛ.КОРЕНОВСКАЯ,47'|'040349001'|'ПУ БАНКА РОССИИ СЕВЕРНОЕ'|'БАНКА РОССИИ СЕВЕРНОЕ'|'040394002'|'(861)2581011,2581071'||11.02.2008||28.12.1994
'353900'|'НОВОРОССИЙСК'|'УЛ.СОВЕТОВ,47'|'040349001'|'РКЦ НОВОРОССИЙСК'|'НОВОРОССИЙСК'|'040395000'|'(8617)644993,643494'|'26965396'|04.10.2007||20.01.1994
'353900'|'НОВОРОССИЙСК'|'УЛ.ЭНГЕЛЬСА,32'|'040395000'|'НОВОРОССИЙСКИЙ Ф БАНКА"ВОЗРОЖДЕНИЕ"(ОАО)'|'ВОЗРОЖДЕНИЕ'|'040395833'|'(8617)610400,610530'|'20927199'|27.08.2010|'30101810400000000833'|20.01.1994
'123610'|'МОСКВА'|'КРАСНОПРЕСНЕНСКАЯ НАБ.,12'|'044552000'|'БАНК-Т (ОАО)'|'БАНК-Т (ОАО)'|'044552436'|'(495)2233888'|'09309977'|14.10.2010|'30101810800000000436'|20.01.1994
'354000'|'СОЧИ'|'УЛ.ОРДЖОНИКИДЗЕ,2'|'040349001'|'РКЦ СОЧИ'|'СОЧИ'|'040396000'|'(8622)622913,622045'|'26965462'|10.09.2007||20.01.1994
'354000'|'СОЧИ'|'УЛ.НАВАГИНСКАЯ,14'|'040396000'|'ЗАО БАНК ЗЕНИТ СОЧИ'|'ЗАО БАНК ЗЕНИТ СОЧИ'|'040396717'|'(88622)640090,647290'|'09808815'|27.08.2010|'30101810400000000717'|20.01.1994
'119530'|'МОСКВА'|'ОЧАКОВСКОЕ Ш.,32'|'044579000'|'"МТИ-БАНК" (ЗАО)'|'МТИ-БАНК'|'044579273'|'(495)4423083'|'09141558'|27.08.2010|'30101810400000000273'|20.01.1994
'353912'|'НОВОРОССИЙСК 12'|'УЛ.ТОБОЛЬСКОГО-3'|'040349001'|'ПУ БАНКА РОССИИ ЦЕМЕССКОЕ'|'БАНКА РОССИИ ЦЕМЕССКОЕ'|'040397002'|'(8617)260804,260239'||01.06.2005||20.01.1994
'662608'|'МИНУСИНСК'|'УЛ.ОКТЯБРЬСКАЯ,61'|'040407001'|'РКЦ МИНУСИНСК'|'МИНУСИНСК'|'040401000'|'(39132)21107'|'55584703'|22.09.2008||20.01.1994
'660049'|'КРАСНОЯРСК'|'УЛ.ДУБРОВИНСКОГО,70'|'040407001'|'ГРКЦ ГУ БАНКА РОССИИ ПО КРАСНОЯРСКОМУ КР.'|'ГУ БАНКА РОССИИ ПО КРАСНОЯРСКО'|'040407001'|'(391)2273289,2273827'|'55922442'|22.09.2008||20.01.1994
'660021'|'КРАСНОЯРСК'|'КРАСНАЯ ПЛОЩАДЬ,3"Б"'|'040407001'|'ФИЛИАЛ ОАО БАНК ВТБ В Г.КРАСНОЯРСКЕ'|'ФИЛИАЛ ОАО БАНК ВТБ В Г.КРАСНО'|'040407777'|'(391)2668801,2668802'|'21864130'|16.07.2009|'30101810200000000777'|20.01.1994
'660028'|'КРАСНОЯРСК'|'ПР.СВОБОДНЫЙ,46'|'040407001'|'ВОСТОЧНО-СИБИРСКИЙ БАНК СБЕРБАНКА РФ'|'ВОСТОЧНО-СИБИРСКИЙ БАНК СБЕРБА'|'040407627'|'(391)2598003,2598217'|'02783169'|04.08.2010|'30101810800000000627'|20.01.1994
'660075'|'КРАСНОЯРСК'|'УЛ.РЕСПУБЛИКИ,51'|'040407001'|'АКБ "ЕНИСЕЙ" (ОАО)'|'ЕНИСЕЙ'|'040407795'|'(391)2205785,2290531'|'09144918'|27.08.2010|'30101810800000000795'|20.01.1994
'660021'|'КРАСНОЯРСК'|'УЛ.ГОРЬКОГО,3А'|'040407001'|'ООО КБ "СТРОМКОМБАНК"'|'СТРОМКОМБАНК'|'040407816'|'(391)2730193,2730162'|'09804740'|27.08.2010|'30101810200000000816'|20.01.1994
'660017'|'КРАСНОЯРСК'|'УЛ.ДУБРОВИНСКОГО,106'|'040407001'|'ФКБ "СДМ-БАНК" (ОАО) В Г.КРАСНОЯРСКЕ'|'СДМ-БАНК'|'040407862'|'(391)2279797,2783082'|'21856125'|27.08.2010|'30101810500000000862'|20.01.1994
'115280'|'МОСКВА'|'ПЕРЕСВЕТОВ ПЕР.,2/3 ПОДЪ.1,2'|'044552000'|'КБ "МКБ" (ОАО)'|'МКБ'|'044552742'|'(495)7485353'|'21887160'|27.08.2010|'30101810400000000742'|20.01.1994
'647000'|'ДУДИНКА'|'УЛ.СОВЕТСКАЯ,14'|'040407001'|'РКЦ ДУДИНКА'|'ДУДИНКА'|'040408000'|'(39191)51163,51693'|'55130853'|09.02.2009||20.01.1994
'663280'|'СЕВЕРО-ЕНИСЕЙСКИЙ'|'УЛ.ЛЕНИНА,17А'|'040407001'|'РКЦ СЕВЕРО-ЕНИСЕЙСКИЙ'|'СЕВЕРО-ЕНИСЕЙСКИЙ'|'040410000'|'(39160)21346,22032,22025'|'55922620'|09.02.2009||20.01.1994
'662340'|'БАЛАХТА'|'УЛ.ЛЕНИНА,48'|'040407001'|'РКЦ БАЛАХТА'|'БАЛАХТА'|'040412000'|'(39148)21326'|'55922502'|22.09.2008||20.01.1994
'663770'|'ТАСЕЕВО'|'УЛ.ЛУНАЧАРСКОГО,3'|'040407001'|'РКЦ ТАСЕЕВО'|'ТАСЕЕВО'|'040426000'|'(39164)21032'|'55134874'|22.09.2008||20.01.1994
'663400'|'МОТЫГИНО'|'УЛ.ДАЧНАЯ,14А'|'040407001'|'РКЦ МОТЫГИНО'|'МОТЫГИНО'|'040427000'|'(39141)22568,22253'|'55922614'|22.09.2008||20.01.1994
'663960'|'ЗАОЗЕРНЫЙ'|'УЛ.МИРА,1'|'040407001'|'РКЦ ЗАОЗЕРНЫЙ'|'ЗАОЗЕРНЫЙ'|'040435000'|'(39165)20129'|'55922560'|22.09.2008||20.01.1994
'660028'|'КРАСНОЯРСК'|'УЛ.НОВОСИБИРСКАЯ,39А'|'040407001'|'РКЦ ОКТЯБРЬСКОГО РАЙОНА'|'ОКТЯБРЬСКОГО РАЙОНА'|'040436000'|'(391)2436773'|'55922471'|22.09.2008||20.01.1994
'125438'|'МОСКВА'|'УЛ.МИХАЛКОВСКАЯ,63Б СТР.4'|'044583001'|'ЗАО КБ "КЕДР"'|'КЕДР'|'044583718'|'(495)6171025'|'10163980'|06.09.2010|'30101810700000000718'|20.01.1994
'662314'|'ШАРЫПОВО'|'УЛ.ГОРЬКОГО,12'|'040407001'|'РКЦ ШАРЫПОВО'|'ШАРЫПОВО'|'040444000'|'(39153)24757'|'55583951'|22.09.2008||20.01.1994
'663230'|'ТУРУХАНСК'|'УЛ.ШАДРИНА А.Е.,8'|'040407001'|'РКЦ ТУРУХАНСК'|'ТУРУХАНСК'|'040447000'|'(39190)44664,44168'|'55922643'|13.02.2009||20.01.1994
'663600'|'КАНСК'|'УЛ.ЛЕНИНА,5'|'040407001'|'РКЦ КАНСК'|'КАНСК'|'040452000'|'(39161)32812,33342'|'55134940'|22.05.2008||20.01.1994
'663600'|'КАНСК'|'УЛ.ВЛАСТЬ СОВЕТОВ,1'|'040452000'|'КБ "КАНСКИЙ" ООО'|'КАНСКИЙ'|'040452720'|'(39161)20656,22468'|'09144261'|27.08.2010|'30101810600000000720'|20.01.1994
'663430'|'БОГУЧАНЫ'|'УЛ.ОКТЯБРЬСКАЯ,88'|'040407001'|'РКЦ БОГУЧАНЫ'|'БОГУЧАНЫ'|'040454000'|'(39162)22911,22914'|'55922525'|22.09.2008||20.01.1994
'662255'|'УЖУР'|'УЛ.ЛЕНИНА,9'|'040407001'|'РКЦ УЖУР'|'УЖУР'|'040464000'|'(39156)21141'|'55583974'|20.07.2010||20.01.1994
'662302'|'УЖУР'|'УЛ.КИРОВА,31'|'040464000'|'УЖУРСКИЙ ФИЛИАЛ ЗАО КБ "КЕДР"'|'КЕДР'|'040464838'|'(39156)21952'|'21856633'|09.12.2010|'30101810100000000838'|20.01.1994
'662547'|'ЛЕСОСИБИРСК'|'УЛ.МИРА,2А'|'040407001'|'РКЦ ЛЕСОСИБИРСК'|'ЛЕСОСИБИРСК'|'040465000'|'(39145)51722,52767'|'55922608'|20.07.2010||20.01.1994
'660049'|'КРАСНОЯРСК'|'УЛ.К.МАРКСА,62,ПОМ.25,26,27'|'040436000'|'ЗАО АИКБ "ЕНИСЕЙСКИЙ ОБЪЕДИНЕННЫЙ БАНК"'|'ЕНИСЕЙСКИЙ ОБЪЕДИНЕННЫЙ БАНК'|'040436933'|'(391)2779695,2779600'|'21904444'|12.05.2010|'30101810400000000933'|01.05.1994
'663200'|'ИГАРКА'|'2-Й МИКРОР-Н,3А'|'040407001'|'РКЦ ИГАРКА'|'ИГАРКА'|'040477000'|'(39172)23481'|'55922577'|03.03.2009||20.01.1994
'662150'|'АЧИНСК'|'УЛ.ДЗЕРЖИНСКОГО,4'|'040407001'|'РКЦ АЧИНСК'|'АЧИНСК'|'040481000'|'(39151)78763'|'21859459'|20.07.2010||20.01.1994
'662150'|'АЧИНСК'|'М-ОН 7,11'|'040481000'|'АЧИНСКИЙ ФИЛИАЛ ЗАО КБ "КЕДР"'|'КЕДР'|'040481820'|'(39151)75450,76693'|'21921052'|27.08.2010|'30101810500000000820'|20.01.1994
'196084'|'САНКТ-ПЕТЕРБУРГ'|'УЛ.ЧЕРНИГОВСКАЯ,8,ЛИТ.А,ПОМ.1Н'|'044030001'|'ОАО "СИАБ"'|'СИАБ'|'044030757'|'(812)3808130,3808136'|'41028826'|25.06.2009|'30101810600000000757'|15.05.1995
'660021'|'КРАСНОЯРСК'|'УЛ.ГОРЬКОГО,33'|'040407001'|'РКЦ ЖЕЛЕЗНОДОРОЖНОГО РАЙОНА'|'ЖЕЛЕЗНОДОРОЖНОГО РАЙОНА'|'040484000'|'(391)2118969,2212082'|'55922459'|09.02.2009||20.01.1994
'660004'|'КРАСНОЯРСК'|'УЛ.26 БАКИНСКИХ КОМИССАРОВ,25А'|'040407001'|'РКЦ ЛЕНИНСКОГО РАЙОНА'|'ЛЕНИНСКОГО РАЙОНА'|'040485000'|'(391)2648967,2649366'|'55922465'|20.07.2010||20.01.1994
'660947'|'СОЛНЕЧНЫЙ'||'040407001'|'ПУ БАНКА РОССИИ РЕЧНОЕ'|'БАНКА РОССИИ РЕЧНОЕ'|'040486002'|'(39156)27466'||12.02.2008||20.01.1994
'663491'|'КОДИНСК КЕЖЕМСКОГО'|'УЛ.ГИДРОСТРОИТЕЛЕЙ,10'|'040407001'|'РКЦ КОДИНСКИЙ'|'КОДИНСКИЙ'|'040494000'|'(39143)70389,70496'|'55922597'|31.08.2005||20.01.1994
'663300'|'НОРИЛЬСК'|'ЛЕНИНСКИЙ ПР.,18'|'040407001'|'РКЦ НОРИЛЬСК'|'НОРИЛЬСК'|'040495000'|'(3919)462231,462039'|'55130847'|22.05.2008||20.01.1994
